Queries,cleaned_queries,kmeans_cluster,hdbscan_cluster,x,y
can uhelp me to use a new user profile,can uhelp me to use a new user profile,2,-1,-73.56745,-3.9933326
can utell me about cancel the subscription to the newsletter,can utell me about cancel the subscription to the newsletter,5,-1,-28.081295,25.687946
can ya give me information about my premium account deletion,can ya give me information about my premium account deletion,2,-1,-35.063828,-20.924587
can ya help me change to a different goddamn user profile,can ya help me change to a different goddamn user profile,2,-1,-74.02482,-7.1078534
can ya help me check the withdrawal charge,can ya help me check the withdrawal charge,5,25,-21.38639,-66.43666
can ya help me checking what paymnent options are accepted,can ya help me checking what paymnent options are accepted,1,16,33.180588,-12.584104
can ya help me lodge a complaint against ur business,can ya help me lodge a complaint against ur business,9,70,3.7380772,-40.487022
can ya help me resetting my user account pass,can ya help me resetting my user account pass,2,-1,-54.261326,-46.60254
can ya help me to make a consumer complaint,can ya help me to make a consumer complaint,9,-1,9.041619,-39.186703
can ya help me to modify the data included on my profile,can ya help me to modify the data included on my profile,2,-1,-84.41302,4.3392186
can ya help me to subscribe to ur corporate newsletter,can ya help me to subscribe to ur corporate newsletter,9,-1,-11.005145,25.10303
can ya help me use a different user profile,can ya help me use a different user profile,2,-1,-77.33805,-5.4650126
can ya tell me about my user account termination,can ya tell me about my user account termination,2,-1,-31.668476,-34.978706
can ya tell me at what time i can call customer service,can ya tell me at what time i can call customer service,7,17,34.55402,14.2037
can you ehlp me chatting with a live agent?,can you ehlp me chatting with a live agent?,9,29,-13.998199,8.846135
can you ehlp me speak with a person?,can you ehlp me speak with a person?,9,-1,-21.277582,-7.0999928
can you give me information about a forgotten password?,can you give me information about a forgotten password?,2,68,-56.324497,-53.202442
can you give me information about a password recovery?,can you give me information about a password recovery?,2,66,-64.71622,-48.11703
can you give me information about a shipping address change?,can you give me information about a shipping address change?,4,75,-48.978134,54.494026
can you give me information about canceling an order?,can you give me information about canceling an order?,5,51,24.95125,2.7666228
can you give me information about cancelling orders?,can you give me information about cancelling orders?,5,51,24.913723,1.9436582
can you give me information about delivery period?,can you give me information about delivery period?,7,36,36.177837,68.01421
can you give me information about delivery periods?,can you give me information about delivery periods?,7,36,36.76266,68.15615
can you give me information about forgotten passwords?,can you give me information about forgotten passwords?,2,68,-55.900337,-56.869194
can you give me information about user account deletions?,can you give me information about user account deletions?,2,79,-32.90953,-41.551826
can you help me add several items to an order?,can you help me add several items to an order?,6,59,6.8125887,36.489555
can you help me adding some items to an order?,can you help me adding some items to an order?,6,59,7.248786,36.658886
can you help me buy a few of your item?,can you help me buy a few of your item?,6,31,-10.31235,52.151905
can you help me buy several items?,can you help me buy several items?,6,31,-7.0617623,51.872574
can you help me buy several of your item?,can you help me buy several of your item?,6,31,-9.616106,52.032078
can you help me buy some items?,can you help me buy some items?,6,31,-7.156452,51.57044
can you help me buying a few of your item?,can you help me buying a few of your item?,6,31,-10.26133,52.15686
can you help me buying an item?,can you help me buying an item?,6,31,-4.752498,57.72041
can you help me buying several items?,can you help me buying several items?,6,31,-6.8334503,51.96128
can you help me buying something?,can you help me buying something?,6,31,-3.555492,58.114365
can you help me cancel my corporate newsletter subscription?,can you help me cancel my corporate newsletter subscription?,5,57,-28.987349,28.73484
can you help me cancel my last order?,can you help me cancel my last order?,5,51,11.539138,3.114425
can you help me cancel the company newsletter subscription?,can you help me cancel the company newsletter subscription?,5,57,-28.811533,29.46897
can you help me cancel the last order?,can you help me cancel the last order?,5,51,11.130803,3.4939497
can you help me cancel the order I made?,can you help me cancel the order i made?,5,51,13.440698,3.4679635
can you help me canceling my last order?,can you help me canceling my last order?,5,51,11.461157,3.2239048
can you help me canceling the last order?,can you help me canceling the last order?,5,51,11.027476,3.6738439
can you help me canceling the order I made?,can you help me canceling the order i made?,5,51,13.408643,3.5785806
can you help me cancelling my order?,can you help me cancelling my order?,5,51,14.936847,2.406462
can you help me cancelling the order I made?,can you help me cancelling the order i made?,5,51,13.370536,3.63954
can you help me change my order?,can you help me change my order?,6,49,19.325497,25.37536
can you help me change the shipping address?,can you help me change the shipping address?,4,74,-41.2889,56.800312
can you help me changing my shipping address?,can you help me changing my shipping address?,4,74,-40.379387,57.20832
can you help me changing the shipping address?,can you help me changing the shipping address?,4,74,-41.2838,56.807514
can you help me check how long refunds take?,can you help me check how long refunds take?,0,8,51.55387,-72.05118
can you help me check how long refunds usually take?,can you help me check how long refunds usually take?,0,8,51.28781,-71.37961
can you help me check how long the delivery takes?,can you help me check how long the delivery takes?,7,48,49.007595,54.980324
can you help me check how soon can I expect the delivery?,can you help me check how soon can i expect the delivery?,7,47,53.037914,51.64242
can you help me check how soon can I expect the item?,can you help me check how soon can i expect the item?,7,35,76.34788,39.403484
can you help me check if there is any updates on my refund?,can you help me check if there is any updates on my refund?,0,10,45.47927,-52.114338
can you help me check if there is anything new on my refund?,can you help me check if there is anything new on my refund?,0,15,44.330044,-58.30489
can you help me check in what cases can I ask for a refund?,can you help me check in what cases can i ask for a refund?,0,4,-3.4814901,-63.769405
can you help me check in what cases can I ask for refunds?,can you help me check in what cases can i ask for refunds?,0,4,-1.416464,-62.01957
can you help me check my invoice?,can you help me check my invoice?,3,1,64.32632,-2.33847
can you help me check my order ETA?,can you help me check my order eta?,6,40,66.766075,24.332048
