Queries,cleaned_query,delivery_intent,account_intent,order_intent,refund_intent,primary_intent,needs_help,emotion_risk_flag,requires_order_id,missing_required_entity,automation_suitability_score,can_be_auto_resolved,is_candidate_for_clustering
can I check what options for delivery I can choose?,can i check what options for delivery i can choose,True,False,False,False,delivery,False,False,True,True,0.9,True,False
can I check what options for delivery you offer?,can i check what options for delivery you offer,True,False,False,False,delivery,False,False,True,True,0.9,True,False
can I check what payment methods you accept?,can i check what payment methods you accept,False,False,False,False,other,False,False,False,False,0.2,False,True
can I check when my item is going to arrive?,can i check when my item is going to arrive,False,False,False,False,other,False,False,False,False,0.2,False,True
can I check when will my item arrive?,can i check when will my item arrive,False,False,False,False,other,False,False,False,False,0.2,False,True
can I check your money back policy?,can i check your money back policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
can I check your refund policy?,can i check your refund policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
can I contact customer service?,can i contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
can I create an account?,can i create an account,False,True,False,False,account,False,False,False,False,0.9,True,False
can I delete my account?,can i delete my account,False,True,False,False,account,False,False,False,False,0.9,True,False
can I edit my personal information?,can i edit my personal information,False,True,False,False,account,False,False,False,False,0.9,True,False
can I edit the information on my account?,can i edit the information on my account,False,True,False,False,account,False,False,False,False,0.9,True,False
can I file a complaint against your business?,can i file a complaint against your business,False,False,False,False,other,False,False,False,False,0.2,False,True
can I file a complaint?,can i file a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
can I get my invoices?,can i get my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
can I get the invoice from November?,can i get the invoice from november,False,False,True,False,order,False,False,True,True,0.6,False,False
can I get the invoices from 6 purchases ago?,can i get the invoices from 6 purchases ago,False,False,False,False,other,False,False,False,False,0.2,False,True
can I get the invoices from last month?,can i get the invoices from last month,False,False,False,False,other,False,False,False,False,0.2,False,True
can I get the invoices from my last purchase?,can i get the invoices from my last purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
can I get the invoices?,can i get the invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
can I leave a review?,can i leave a review,False,False,False,False,other,False,False,False,False,0.2,False,True
can i lodge a consumer complaint against ur company,can i lodge a consumer complaint against ur company,False,False,False,False,other,False,False,False,False,0.2,False,True
