Queries,Word_Count,Sentiment,cleaned,Cluster_ID
can you help me check the status of the refund?,10,Neutral,can you help me check the status of the refund,8
can you help me check what delivery options I can choose?,11,Neutral,can you help me check what delivery options i can choose,3
can you help me check what payment methods are available?,10,Positive,can you help me check what payment methods are available,3
can you help me check what payment methods you accept?,10,Neutral,can you help me check what payment methods you accept,3
can you help me check your allowed payment methods?,9,Neutral,can you help me check your allowed payment methods,3
can you help me checking how long refunds take?,9,Neutral,can you help me checking how long refunds take,3
can you help me checking how long refunds usually take?,10,Negative,can you help me checking how long refunds usually take,3
can you help me checking how long the delivery takes?,10,Neutral,can you help me checking how long the delivery takes,3
can you help me checking the cancellation fee?,8,Neutral,can you help me checking the cancellation fee,3
can you help me checking the cancellation fees?,8,Neutral,can you help me checking the cancellation fees,3
can you help me checking the delivery options?,8,Neutral,can you help me checking the delivery options,3
can you help me checking the invoices from my last purchase?,11,Neutral,can you help me checking the invoices from my last purchase,7
can you help me checking the refund status?,8,Neutral,can you help me checking the refund status,8
can you help me checking the status of my order?,10,Neutral,can you help me checking the status of my order,4
can you help me checking the status of the refund?,10,Neutral,can you help me checking the status of the refund,8
can you help me checking the termination charge ?,9,Neutral,can you help me checking the termination charge ,3
can you help me checking the termination penalties?,8,Neutral,can you help me checking the termination penalties,3
can you help me checking what delivery options I can choose?,11,Neutral,can you help me checking what delivery options i can choose,3
can you help me checking what delivery options you offer?,10,Neutral,can you help me checking what delivery options you offer,3
can you help me checking what options for delivery I have?,11,Neutral,can you help me checking what options for delivery i have,3
can you help me checking what payment methods you accept?,10,Neutral,can you help me checking what payment methods you accept,3
can you help me checking when my item is going to arrive?,12,Neutral,can you help me checking when my item is going to arrive,6
can you help me checking when will my item arrive?,10,Neutral,can you help me checking when will my item arrive,6
can you help me checking your allowed payment methods?,9,Neutral,can you help me checking your allowed payment methods,3
can you help me checking your money back policy?,9,Neutral,can you help me checking your money back policy,8
can you help me checking your refund policy?,8,Neutral,can you help me checking your refund policy,8
can you help me contact customer service?,7,Neutral,can you help me contact customer service,3
can you help me contacting an agent?,7,Neutral,can you help me contacting an agent,3
can you help me contacting customer service?,7,Neutral,can you help me contacting customer service,3
can you help me contacting someone?,6,Neutral,can you help me contacting someone,3
can you help me correcting the personal data?,8,Neutral,can you help me correcting the personal data,3
can you help me create an account?,7,Neutral,can you help me create an account,1
can you help me creating an account?,7,Neutral,can you help me creating an account,1
can you help me creating an online account for my mom?,11,Neutral,can you help me creating an online account for my mom,1
can you help me delete an account?,7,Neutral,can you help me delete an account,1
can you help me delete my account?,7,Neutral,can you help me delete my account,1
can you help me delete the account?,7,Neutral,can you help me delete the account,1
can you help me deleting an account?,7,Neutral,can you help me deleting an account,1
can you help me deleting my account?,7,Neutral,can you help me deleting my account,1
can you help me deleting the account?,7,Neutral,can you help me deleting the account,1
can you help me edit my account?,7,Neutral,can you help me edit my account,1
can you help me editing my account?,7,Neutral,can you help me editing my account,1
can you help me editing my personal information?,8,Neutral,can you help me editing my personal information,3
can you help me editing the information on my account?,10,Neutral,can you help me editing the information on my account,1
